#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-13T18:38:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a783cd26d7c	
#INFO	-out.max=9999	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=9999
#-out.all=2
#-order=I
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/tablea1}&key:source=J/MNRAS/403/1413/tablea1&HTTPPRM:&&-ref=VIZ62a783cd26d7c&-out.max=1000&-out.form=ascii table&-out.all=2&-order=I&-oc.form=sexa&-out.src=J/MNRAS/403/1413/tablea1&-out=M0&-out=Z0&-out=Pulse&-out=Mcore&-out=Mcsh&-out=tcsh&-out=Ddredge&-out=lam&-out=lam.dup&-out=T(He-sh)&-out=Tbce&-out=T(H-sh)&-out=iPulse&-out=Mtot&-out=Lmax&-out=LHe.max&-out=Rmax&-out=Mbol&-out=Teff&-out=Yields&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/403/1413/tablea1
#-source=J/MNRAS/403/1413/tablea1
#-out=M0
#-out=Z0
#-out=Pulse
#-out=Mcore
#-out=Mcsh
#-out=tcsh
#-out=Ddredge
#-out=lam
#-out=lam.dup
#-out=T(He-sh)
#-out=Tbce
#-out=T(H-sh)
#-out=iPulse
#-out=Mtot
#-out=Lmax
#-out=LHe.max
#-out=Rmax
#-out=Mbol
#-out=Teff
#-out=Yields
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table	J_MNRAS_403_1413_tablea1:
#Name: J/MNRAS/403/1413/tablea1
#Title: Structural information from the new AGB models
#Column	M0	(F5.2)	[1/6] Initial mass	[ucd=phys.mass]
#Column	Z0	(F7.4)	Initial metallicity (0.0200, 0.0080, 0.0040, 0.0001)	[ucd=phys.abund.Z]
#Column	Pulse	(I4)	Pulse number	[ucd=meta.id]
#Column	Mcore	(F5.3)	Core mass	[ucd=phys.mass]
#Column	Mcsh	(E9.2)	Maximum mass of the intershell convection zone	[ucd=phys.mass]
#Column	tcsh	(F6.1)	Duration of intershell convection	[ucd=time.interval]
#Column	Ddredge	(E9.2)	Mass dredged into the envelope	[ucd=phys.mass]
#Column	lam	(E9.2)	Extent of the partial mixing zone, lambda	[ucd=stat.fit.param]
#Column	lam.dup	(D13.6)	{lambda}_dup_ defined by Goriely & Mowlavi (2000A&A...362..599G) (1)	[ucd=stat.fit.param]
#Column	T(He-sh)	(E9.2)	Maximum temperature in the He-shell	[ucd=phys.temperature]
#Column	Tbce	(E9.2)	Maximum temperature at the base of the convective envelope during the previous interpulse period	[ucd=phys.temperature]
#Column	T(H-sh)	(E9.2)	Maximum temperature in the H-shell during the previous interpulse period	[ucd=phys.temperature]
#Column	iPulse	(E9.2)	Interpulse period (note that the first entry is set to zero)	[ucd=time.period]
#Column	Mtot	(F5.3)	Total mass	[ucd=phys.mass]
#Column	Lmax	(E9.2)	Maximum radiated luminosity during the previous interpulse period	[ucd=phys.luminosity]
#Column	LHe.max	(E9.2)	Maximum He-luminosity during a thermal pulse	[ucd=phys.luminosity]
#Column	Rmax	(E9.2)	Maximum stellar radius during the previous interpulse period	[ucd=phys.size.radius;stat.max]
#Column	Mbol	(F6.2)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Teff	(F5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	Yields	(a6)	Yields for the various elements	[ucd=meta.ref.url]
M0	Z0	Pulse	Mcore	Mcsh	tcsh	Ddredge	lam	lam.dup	T(He-sh)	Tbce	T(H-sh)	iPulse	Mtot	Lmax	LHe.max	Rmax	Mbol	Teff	Yields
 5.00	 0.0001	  52	0.928	 2.96e-03	  15.9	 2.47e-03	 9.33e-01	 8.335449e-01	 3.62e+08	 7.94e+07	 8.83e+07	 5.71e+03	1.935	 3.76e+04	 2.39e+08	 4.20e+02	 -6.72	 4076	Yields
 5.00	 0.0001	  53	0.928	 3.00e-03	  16.1	 2.41e-03	 8.95e-01	 8.047011e-01	 3.59e+08	 7.69e+07	 8.77e+07	 5.83e+03	1.793	 3.57e+04	 2.69e+08	 4.11e+02	 -6.66	 4075	Yields
 5.00	 0.0001	  54	0.929	 3.08e-03	  17.1	 2.59e-03	 9.19e-01	 8.393583e-01	 3.57e+08	 7.31e+07	 8.69e+07	 6.13e+03	1.641	 3.37e+04	 3.20e+08	 4.00e+02	 -6.60	 4080	Yields
 5.00	 0.0001	  55	0.929	 3.20e-03	  17.9	 2.85e-03	 9.61e-01	 8.902762e-01	 3.57e+08	 6.50e+07	 8.60e+07	 6.66e+03	1.473	 3.14e+04	 4.05e+08	 3.86e+02	 -6.52	 4093	Yields
 5.00	 0.0001	  56	0.929	 3.36e-03	  19.3	 3.08e-03	 9.59e-01	 9.164802e-01	 3.54e+08	 3.97e+07	 8.47e+07	 7.52e+03	1.267	 2.93e+04	 5.42e+08	 3.72e+02	 -6.45	 4136	Yields
 5.50	 0.0001	   1	0.952	 1.49e-03	  21.4	 0.00e+00	 0.00e+00	 0.000000e+00	 2.37e+08	 2.40e+07	 9.85e+07	 0.00e+00	5.472	 2.10e+04	 1.09e+05	 2.40e+02	 -6.09	 4574	Yields
 5.50	 0.0001	   2	0.952	 1.76e-03	  18.4	 1.09e-04	 1.79e-01	 6.218670e-02	 2.49e+08	 2.86e+07	 1.00e+08	 2.64e+03	5.471	 2.18e+04	 2.36e+05	 2.45e+02	 -6.12	 4549	Yields
 5.50	 0.0001	   3	0.953	 1.82e-03	  16.2	 3.17e-04	 4.51e-01	 1.739771e-01	 2.58e+08	 3.34e+07	 1.02e+08	 2.77e+03	5.470	 2.25e+04	 3.76e+05	 2.50e+02	 -6.16	 4544	Yields
 5.50	 0.0001	   4	0.953	 1.87e-03	  14.7	 3.31e-04	 4.17e-01	 1.766392e-01	 2.67e+08	 4.00e+07	 1.03e+08	 2.83e+03	5.469	 2.33e+04	 5.86e+05	 2.56e+02	 -6.20	 4535	Yields
 5.50	 0.0001	   5	0.954	 1.89e-03	  13.6	 4.09e-04	 4.68e-01	 2.166388e-01	 2.74e+08	 4.72e+07	 1.03e+08	 2.98e+03	5.468	 2.41e+04	 8.70e+05	 2.61e+02	 -6.24	 4527	Yields
 5.50	 0.0001	   6	0.954	 1.95e-03	  13.4	 6.29e-04	 6.67e-01	 3.232527e-01	 2.82e+08	 5.70e+07	 1.03e+08	 3.02e+03	5.467	 2.53e+04	 1.40e+06	 2.69e+02	 -6.29	 4517	Yields
 5.50	 0.0001	   7	0.955	 1.98e-03	  12.3	 8.65e-04	 8.10e-01	 4.377449e-01	 2.89e+08	 7.18e+07	 1.03e+08	 3.06e+03	5.466	 1.05e+05	 2.19e+06	 2.87e+02	 -7.84	 4528	Yields
 5.50	 0.0001	   8	0.955	 2.00e-03	  12.3	 1.01e-03	 8.30e-01	 5.032489e-01	 2.96e+08	 8.44e+07	 1.02e+08	 3.24e+03	5.464	 1.52e+05	 3.36e+06	 3.11e+02	 -8.23	 4537	Yields
 5.50	 0.0001	   9	0.955	 2.01e-03	  11.5	 9.13e-04	 7.25e-01	 4.552152e-01	 3.01e+08	 9.12e+07	 1.03e+08	 3.26e+03	5.461	 3.35e+04	 4.56e+06	 3.22e+02	 -6.59	 4503	Yields
 5.50	 0.0001	  10	0.956	 2.00e-03	  11.1	 1.01e-03	 7.56e-01	 5.051525e-01	 3.06e+08	 9.38e+07	 1.03e+08	 3.37e+03	5.457	 7.44e+05	 6.25e+06	 3.34e+02	 -9.96	 4533	Yields
 5.50	 0.0001	  11	0.956	 2.04e-03	  10.8	 1.32e-03	 9.01e-01	 6.492758e-01	 3.11e+08	 9.54e+07	 1.03e+08	 3.60e+03	5.452	 3.89e+04	 8.87e+06	 3.53e+02	 -6.75	 4465	Yields
 5.50	 0.0001	  12	0.956	 2.08e-03	  10.2	 1.31e-03	 8.33e-01	 6.288725e-01	 3.16e+08	 9.63e+07	 1.03e+08	 3.78e+03	5.445	 4.16e+04	 1.22e+07	 3.69e+02	 -6.83	 4440	Yields
 5.50	 0.0001	  13	0.956	 2.08e-03	  10.5	 1.36e-03	 8.47e-01	 6.525827e-01	 3.20e+08	 9.69e+07	 1.03e+08	 3.83e+03	5.437	 9.44e+05	 1.49e+07	 3.80e+02	-10.22	 4521	Yields
 5.50	 0.0001	  14	0.956	 2.10e-03	  10.2	 1.44e-03	 8.58e-01	 6.849012e-01	 3.24e+08	 9.74e+07	 1.03e+08	 3.95e+03	5.428	 4.60e+04	 1.89e+07	 3.94e+02	 -6.94	 4379	Yields
 5.50	 0.0001	  15	0.956	 2.11e-03	   9.4	 1.46e-03	 8.52e-01	 6.920578e-01	 3.27e+08	 9.77e+07	 1.03e+08	 4.01e+03	5.416	 4.79e+04	 2.30e+07	 4.04e+02	 -6.98	 4353	Yields
 5.50	 0.0001	  16	0.957	 2.12e-03	   8.6	 1.51e-03	 8.62e-01	 7.098280e-01	 3.30e+08	 9.79e+07	 1.03e+08	 4.05e+03	5.403	 4.95e+04	 2.71e+07	 4.13e+02	 -7.02	 4332	Yields
 5.50	 0.0001	  17	0.957	 2.14e-03	   9.1	 1.52e-03	 8.54e-01	 7.115427e-01	 3.33e+08	 9.80e+07	 1.03e+08	 4.10e+03	5.389	 5.12e+04	 3.20e+07	 4.22e+02	 -7.05	 4324	Yields
 5.50	 0.0001	  18	0.957	 2.15e-03	   8.1	 1.69e-03	 9.37e-01	 7.848080e-01	 3.36e+08	 9.81e+07	 1.03e+08	 4.11e+03	5.372	 5.26e+04	 3.65e+07	 4.30e+02	 -7.08	 4308	Yields
 5.50	 0.0001	  19	0.957	 2.17e-03	   9.6	 1.58e-03	 8.48e-01	 7.274376e-01	 3.38e+08	 9.82e+07	 1.02e+08	 4.21e+03	5.354	 5.41e+04	 4.24e+07	 4.38e+02	 -7.11	 4304	Yields
 5.50	 0.0001	  20	0.957	 2.17e-03	   8.9	 1.59e-03	 8.56e-01	 7.337997e-01	 3.40e+08	 9.82e+07	 1.02e+08	 4.19e+03	5.334	 5.51e+04	 4.70e+07	 4.44e+02	 -7.13	 4291	Yields
 5.50	 0.0001	  21	0.958	 2.18e-03	   9.3	 1.60e-03	 8.62e-01	 7.319751e-01	 3.42e+08	 9.81e+07	 1.02e+08	 4.15e+03	5.313	 5.61e+04	 5.12e+07	 4.49e+02	 -7.15	 4280	Yields
 5.50	 0.0001	  22	0.958	 2.19e-03	   9.9	 1.61e-03	 8.47e-01	 7.346695e-01	 3.44e+08	 9.81e+07	 1.02e+08	 4.23e+03	5.290	 5.72e+04	 5.76e+07	 4.55e+02	 -7.17	 4277	Yields
 5.50	 0.0001	  23	0.958	 2.22e-03	   8.4	 1.61e-03	 8.48e-01	 7.281331e-01	 3.44e+08	 9.80e+07	 1.02e+08	 4.22e+03	5.265	 5.80e+04	 6.43e+07	 4.59e+02	 -7.19	 4267	Yields
 5.50	 0.0001	  24	0.958	 2.22e-03	   9.9	 1.81e-03	 9.32e-01	 8.159835e-01	 3.47e+08	 9.80e+07	 1.02e+08	 4.28e+03	5.238	 5.90e+04	 6.96e+07	 4.65e+02	 -7.21	 4268	Yields
 5.50	 0.0001	  25	0.958	 2.22e-03	  10.1	 1.60e-03	 8.15e-01	 7.213172e-01	 3.47e+08	 9.79e+07	 1.02e+08	 4.31e+03	5.209	 5.98e+04	 7.45e+07	 4.70e+02	 -7.22	 4260	Yields
 5.50	 0.0001	  26	0.958	 2.25e-03	  10.0	 1.63e-03	 8.39e-01	 7.254762e-01	 3.48e+08	 9.78e+07	 1.01e+08	 4.26e+03	5.179	 6.04e+04	 8.73e+07	 4.73e+02	 -7.23	 4253	Yields
 5.50	 0.0001	  27	0.958	 2.24e-03	  10.3	 1.71e-03	 8.59e-01	 7.639044e-01	 3.51e+08	 9.77e+07	 1.01e+08	 4.33e+03	5.146	 6.11e+04	 8.68e+07	 4.77e+02	 -7.25	 4254	Yields
 5.50	 0.0001	  28	0.959	 2.24e-03	  10.1	 1.61e-03	 8.14e-01	 7.210549e-01	 3.53e+08	 9.76e+07	 1.01e+08	 4.30e+03	5.112	 6.14e+04	 9.06e+07	 4.79e+02	 -7.25	 4242	Yields
 5.50	 0.0001	  29	0.959	 2.22e-03	  10.0	 1.73e-03	 8.70e-01	 7.791589e-01	 3.49e+08	 9.74e+07	 1.01e+08	 4.29e+03	5.076	 6.21e+04	 9.01e+07	 4.83e+02	 -7.26	 4236	Yields
 5.50	 0.0001	  30	0.959	 2.22e-03	   9.8	 1.67e-03	 8.45e-01	 7.510266e-01	 3.53e+08	 9.73e+07	 1.01e+08	 4.26e+03	5.039	 6.24e+04	 9.29e+07	 4.85e+02	 -7.27	 4231	Yields
 5.50	 0.0001	  31	0.959	 2.23e-03	  10.0	 1.66e-03	 8.35e-01	 7.443908e-01	 3.54e+08	 9.72e+07	 1.01e+08	 4.28e+03	5.000	 6.28e+04	 1.02e+08	 4.88e+02	 -7.27	 4232	Yields
 5.50	 0.0001	  32	0.959	 2.23e-03	  10.2	 1.69e-03	 8.43e-01	 7.599787e-01	 3.49e+08	 9.71e+07	 1.00e+08	 4.30e+03	4.959	 6.32e+04	 1.04e+08	 4.91e+02	 -7.28	 4228	Yields
 5.50	 0.0001	  33	0.959	 2.23e-03	  10.0	 1.70e-03	 8.46e-01	 7.628312e-01	 3.52e+08	 9.69e+07	 1.00e+08	 4.29e+03	4.916	 6.33e+04	 1.08e+08	 4.93e+02	 -7.28	 4221	Yields
 5.50	 0.0001	  34	0.959	 2.21e-03	   9.4	 1.83e-03	 9.27e-01	 8.275435e-01	 3.48e+08	 9.68e+07	 1.00e+08	 4.20e+03	4.872	 6.35e+04	 1.06e+08	 4.94e+02	 -7.29	 4216	Yields
 5.50	 0.0001	  35	0.960	 2.20e-03	   9.8	 1.82e-03	 9.26e-01	 8.270018e-01	 3.52e+08	 9.66e+07	 1.00e+08	 4.17e+03	4.827	 6.36e+04	 1.05e+08	 4.96e+02	 -7.29	 4211	Yields
 5.50	 0.0001	  36	0.960	 2.22e-03	  10.2	 1.64e-03	 8.33e-01	 7.372996e-01	 3.56e+08	 9.65e+07	 9.98e+07	 4.16e+03	4.781	 6.37e+04	 1.18e+08	 4.97e+02	 -7.29	 4208	Yields
 5.50	 0.0001	  37	0.960	 2.23e-03	  10.4	 1.73e-03	 8.58e-01	 7.750729e-01	 3.54e+08	 9.64e+07	 9.97e+07	 4.24e+03	4.732	 6.40e+04	 1.22e+08	 4.99e+02	 -7.30	 4211	Yields
 5.50	 0.0001	  38	0.960	 2.24e-03	  10.4	 1.74e-03	 8.57e-01	 7.778961e-01	 3.55e+08	 9.62e+07	 9.96e+07	 4.27e+03	4.681	 6.41e+04	 1.28e+08	 5.01e+02	 -7.30	 4203	Yields
 5.50	 0.0001	  39	0.960	 2.24e-03	  10.7	 1.89e-03	 9.26e-01	 8.436234e-01	 3.57e+08	 9.61e+07	 9.94e+07	 4.27e+03	4.628	 6.41e+04	 1.30e+08	 5.02e+02	 -7.30	 4197	Yields
 5.50	 0.0001	  40	0.960	 2.23e-03	  10.6	 1.72e-03	 8.48e-01	 7.711684e-01	 3.53e+08	 9.59e+07	 9.93e+07	 4.24e+03	4.574	 6.41e+04	 1.31e+08	 5.03e+02	 -7.30	 4193	Yields
 5.50	 0.0001	  41	0.960	 2.23e-03	  10.8	 1.74e-03	 8.58e-01	 7.804200e-01	 3.56e+08	 9.58e+07	 9.91e+07	 4.23e+03	4.517	 6.41e+04	 1.34e+08	 5.04e+02	 -7.30	 4190	Yields
 5.50	 0.0001	  42	0.961	 2.22e-03	  10.8	 1.81e-03	 8.91e-01	 8.170637e-01	 3.55e+08	 9.56e+07	 9.89e+07	 4.23e+03	4.459	 6.40e+04	 1.34e+08	 5.05e+02	 -7.29	 4185	Yields
 5.50	 0.0001	  43	0.961	 2.21e-03	  11.2	 1.76e-03	 8.69e-01	 7.952421e-01	 3.53e+08	 9.54e+07	 9.88e+07	 4.20e+03	4.400	 6.39e+04	 1.33e+08	 5.06e+02	 -7.29	 4181	Yields
 5.50	 0.0001	  44	0.961	 2.20e-03	  10.9	 1.76e-03	 8.72e-01	 7.996268e-01	 3.54e+08	 9.52e+07	 9.86e+07	 4.18e+03	4.339	 6.36e+04	 1.34e+08	 5.06e+02	 -7.29	 4178	Yields
 5.50	 0.0001	  45	0.961	 2.21e-03	  10.5	 1.75e-03	 8.58e-01	 7.924223e-01	 3.56e+08	 9.51e+07	 9.84e+07	 4.21e+03	4.276	 6.35e+04	 1.40e+08	 5.07e+02	 -7.29	 4176	Yields
 5.50	 0.0001	  46	0.961	 2.22e-03	  10.4	 1.90e-03	 9.33e-01	 8.563643e-01	 3.56e+08	 9.49e+07	 9.83e+07	 4.19e+03	4.211	 6.33e+04	 1.44e+08	 5.08e+02	 -7.28	 4171	Yields
 5.50	 0.0001	  47	0.961	 2.22e-03	   9.5	 1.84e-03	 9.01e-01	 8.284103e-01	 3.59e+08	 9.47e+07	 9.81e+07	 4.19e+03	4.144	 6.30e+04	 1.48e+08	 5.08e+02	 -7.28	 4166	Yields
 5.50	 0.0001	  48	0.962	 2.23e-03	  10.5	 1.93e-03	 9.35e-01	 8.640991e-01	 3.55e+08	 9.45e+07	 9.80e+07	 4.22e+03	4.075	 6.27e+04	 1.54e+08	 5.08e+02	 -7.27	 4164	Yields
 5.50	 0.0001	  49	0.962	 2.22e-03	  10.9	 1.89e-03	 9.14e-01	 8.505861e-01	 3.55e+08	 9.43e+07	 9.78e+07	 4.22e+03	4.004	 6.24e+04	 1.55e+08	 5.08e+02	 -7.27	 4157	Yields
 5.50	 0.0001	  50	0.962	 2.20e-03	  10.8	 1.80e-03	 8.97e-01	 8.192820e-01	 3.58e+08	 9.40e+07	 9.76e+07	 4.10e+03	3.933	 6.18e+04	 1.47e+08	 5.06e+02	 -7.26	 4150	Yields
 5.50	 0.0001	  51	0.962	 2.19e-03	  11.4	 1.82e-03	 9.02e-01	 8.299519e-01	 3.61e+08	 9.38e+07	 9.74e+07	 4.11e+03	3.860	 6.15e+04	 1.47e+08	 5.07e+02	 -7.25	 4149	Yields
 5.50	 0.0001	  52	0.962	 2.16e-03	  10.0	 1.84e-03	 9.14e-01	 8.505760e-01	 3.54e+08	 9.35e+07	 9.72e+07	 4.08e+03	3.786	 6.10e+04	 1.37e+08	 5.06e+02	 -7.24	 4142	Yields
 5.50	 0.0001	  53	0.962	 2.17e-03	  11.2	 1.80e-03	 8.96e-01	 8.294098e-01	 3.57e+08	 9.33e+07	 9.70e+07	 4.06e+03	3.710	 6.05e+04	 1.40e+08	 5.05e+02	 -7.23	 4141	Yields
 5.50	 0.0001	  54	0.962	 2.17e-03	  10.9	 1.88e-03	 9.30e-01	 8.646280e-01	 3.56e+08	 9.30e+07	 9.68e+07	 4.08e+03	3.631	 5.99e+04	 1.44e+08	 5.05e+02	 -7.22	 4135	Yields
 5.50	 0.0001	  55	0.962	 2.18e-03	  11.1	 1.88e-03	 9.25e-01	 8.608351e-01	 3.57e+08	 9.28e+07	 9.66e+07	 4.10e+03	3.551	 5.93e+04	 1.52e+08	 5.04e+02	 -7.21	 4132	Yields
 5.50	 0.0001	  56	0.963	 2.19e-03	  11.1	 1.81e-03	 8.95e-01	 8.289893e-01	 3.58e+08	 9.25e+07	 9.64e+07	 4.09e+03	3.468	 5.87e+04	 1.54e+08	 5.02e+02	 -7.20	 4125	Yields
 5.50	 0.0001	  57	0.963	 2.19e-03	  10.6	 1.92e-03	 9.28e-01	 8.733902e-01	 3.54e+08	 9.22e+07	 9.61e+07	 4.15e+03	3.382	 5.80e+04	 1.62e+08	 5.01e+02	 -7.19	 4122	Yields
 5.50	 0.0001	  58	0.963	 2.22e-03	  11.1	 1.92e-03	 9.03e-01	 8.639141e-01	 3.55e+08	 9.19e+07	 9.60e+07	 4.26e+03	3.292	 5.74e+04	 1.81e+08	 5.00e+02	 -7.18	 4121	Yields
 5.50	 0.0001	  59	0.963	 2.26e-03	  11.1	 1.90e-03	 9.14e-01	 8.407996e-01	 3.66e+08	 9.15e+07	 9.57e+07	 4.16e+03	3.201	 5.65e+04	 1.92e+08	 4.97e+02	 -7.16	 4112	Yields
 5.50	 0.0001	  60	0.963	 2.25e-03	  11.3	 1.88e-03	 8.82e-01	 8.355172e-01	 3.54e+08	 9.12e+07	 9.54e+07	 4.24e+03	3.107	 5.57e+04	 1.92e+08	 4.96e+02	 -7.14	 4109	Yields
 5.50	 0.0001	  61	0.963	 2.26e-03	  10.6	 1.80e-03	 8.41e-01	 7.945707e-01	 3.57e+08	 9.08e+07	 9.52e+07	 4.25e+03	3.010	 5.47e+04	 2.00e+08	 4.93e+02	 -7.12	 4104	Yields
 5.50	 0.0001	  62	0.964	 2.27e-03	  11.4	 1.92e-03	 9.00e-01	 8.431656e-01	 3.61e+08	 9.03e+07	 9.49e+07	 4.22e+03	2.911	 5.37e+04	 2.06e+08	 4.90e+02	 -7.11	 4099	Yields
 5.50	 0.0001	  63	0.964	 2.26e-03	  11.3	 1.94e-03	 9.04e-01	 8.582615e-01	 3.58e+08	 8.98e+07	 9.46e+07	 4.25e+03	2.809	 5.26e+04	 2.06e+08	 4.87e+02	 -7.08	 4095	Yields
 5.50	 0.0001	  64	0.964	 2.26e-03	  11.7	 2.01e-03	 9.33e-01	 8.895335e-01	 3.58e+08	 8.92e+07	 9.42e+07	 4.25e+03	2.705	 5.15e+04	 2.08e+08	 4.84e+02	 -7.06	 4091	Yields
 5.50	 0.0001	  65	0.964	 2.26e-03	  11.4	 1.88e-03	 8.55e-01	 8.310160e-01	 3.59e+08	 8.86e+07	 9.39e+07	 4.32e+03	2.597	 5.03e+04	 2.13e+08	 4.80e+02	 -7.03	 4087	Yields
 5.50	 0.0001	  66	0.964	 2.26e-03	  11.9	 1.89e-03	 8.93e-01	 8.401247e-01	 3.60e+08	 8.79e+07	 9.35e+07	 4.17e+03	2.490	 4.88e+04	 2.05e+08	 4.74e+02	 -7.00	 4081	Yields
 5.50	 0.0001	  67	0.964	 2.19e-03	  11.7	 1.87e-03	 9.08e-01	 8.545099e-01	 3.57e+08	 8.71e+07	 9.30e+07	 4.05e+03	2.385	 4.74e+04	 1.74e+08	 4.69e+02	 -6.97	 4076	Yields
 5.50	 0.0001	  68	0.964	 2.12e-03	  11.9	 1.78e-03	 8.90e-01	 8.406649e-01	 3.56e+08	 8.61e+07	 9.26e+07	 3.93e+03	2.281	 4.59e+04	 1.43e+08	 4.63e+02	 -6.93	 4075	Yields
 5.50	 0.0001	  69	0.964	 1.83e-03	  28.1	 1.56e-03	 8.81e-01	 8.521693e-01	 3.53e+08	 8.50e+07	 9.20e+07	 3.48e+03	2.188	 4.42e+04	 7.76e+07	 4.55e+02	 -6.89	 4070	Yields
 5.50	 0.0001	  70	0.964	 1.53e-03	  30.6	 1.42e-03	 1.02e+00	 9.250486e-01	 2.75e+08	 0.00e+00	 0.00e+00	 1.03e+02	2.186	 0.00e+00	 3.78e+05	 0.00e+00	  0.00	    0	Yields
 5.50	 0.0001	  71	0.964	 1.80e-03	   9.6	 1.35e-03	 7.89e-01	 7.507449e-01	 3.48e+08	 8.32e+07	 9.09e+07	 3.54e+03	2.095	 4.19e+04	 5.94e+07	 4.41e+02	 -6.83	 4079	Yields
 5.50	 0.0001	  72	0.965	 2.28e-03	  11.7	 1.92e-03	 9.50e-01	 8.449856e-01	 3.68e+08	 8.27e+07	 9.10e+07	 3.98e+03	1.987	 4.13e+04	 2.11e+08	 4.41e+02	 -6.82	 4075	Yields
 5.50	 0.0001	  73	0.965	 2.44e-03	  12.0	 2.10e-03	 9.00e-01	 8.587977e-01	 3.59e+08	 8.06e+07	 9.05e+07	 4.56e+03	1.861	 3.99e+04	 3.27e+08	 4.35e+02	 -6.78	 4074	Yields
 5.50	 0.0001	  74	0.966	 2.59e-03	  12.5	 2.25e-03	 9.10e-01	 8.691137e-01	 3.65e+08	 7.79e+07	 8.99e+07	 4.84e+03	1.724	 3.79e+04	 4.67e+08	 4.24e+02	 -6.73	 4079	Yields
 5.50	 0.0001	  75	0.966	 2.70e-03	  13.3	 2.35e-03	 9.07e-01	 8.710895e-01	 3.67e+08	 7.29e+07	 8.91e+07	 5.15e+03	1.579	 3.55e+04	 5.90e+08	 4.11e+02	 -6.66	 4093	Yields
 5.50	 0.0001	  76	0.966	 2.82e-03	  15.3	 2.51e-03	 9.46e-01	 8.880162e-01	 3.69e+08	 5.81e+07	 8.80e+07	 5.50e+03	1.419	 3.29e+04	 7.43e+08	 3.93e+02	 -6.57	 4118	Yields
 5.50	 0.0001	  77	0.966	 2.89e-03	  14.6	 2.35e-03	 8.39e-01	 8.142509e-01	 3.67e+08	 2.75e+07	 8.66e+07	 6.02e+03	1.228	 3.12e+04	 8.58e+08	 3.81e+02	 -6.51	 4192	Yields
 6.00	 0.0001	   1	0.991	 1.02e-03	  15.6	 0.00e+00	 0.00e+00	 0.000000e+00	 2.43e+08	 4.58e+07	 1.04e+08	 0.00e+00	5.974	 2.51e+04	 1.18e+05	 2.63e+02	 -6.28	 4575	Yields
 6.00	 0.0001	   2	0.992	 1.18e-03	  14.2	 9.57e-05	 1.98e-01	 8.134941e-02	 2.52e+08	 5.31e+07	 1.05e+08	 1.72e+03	5.974	 2.60e+04	 2.05e+05	 2.69e+02	 -6.32	 4543	Yields
 6.00	 0.0001	   3	0.992	 1.24e-03	  13.2	 1.78e-04	 3.32e-01	 1.437603e-01	 2.59e+08	 6.12e+07	 1.07e+08	 1.74e+03	5.973	 2.70e+04	 2.96e+05	 2.75e+02	 -6.36	 4537	Yields
 6.00	 0.0001	   4	0.993	 1.27e-03	  12.3	 4.98e-05	 8.59e-02	 3.930234e-02	 2.66e+08	 6.85e+07	 1.08e+08	 1.77e+03	5.972	 2.81e+04	 4.06e+05	 2.82e+02	 -6.40	 4530	Yields
 6.00	 0.0001	   5	0.993	 1.28e-03	  11.2	 3.50e-04	 5.67e-01	 2.743561e-01	 2.71e+08	 7.48e+07	 1.09e+08	 1.89e+03	5.972	 2.93e+04	 5.40e+05	 2.90e+02	 -6.45	 4527	Yields
 6.00	 0.0001	   6	0.993	 1.33e-03	  10.5	 2.17e-04	 3.21e-01	 1.632085e-01	 2.79e+08	 8.51e+07	 1.09e+08	 1.81e+03	5.971	 3.16e+04	 8.05e+05	 3.04e+02	 -6.53	 4519	Yields
 6.00	 0.0001	   7	0.994	 1.32e-03	  10.2	 2.66e-04	 3.87e-01	 2.019644e-01	 2.83e+08	 9.24e+07	 1.10e+08	 1.88e+03	5.970	 1.82e+05	 9.59e+05	 3.07e+02	 -8.43	 4510	Yields
 6.00	 0.0001	   8	0.994	 1.32e-03	  10.0	 3.56e-04	 5.01e-01	 2.695515e-01	 2.87e+08	 9.71e+07	 1.11e+08	 1.87e+03	5.969	 2.82e+05	 1.20e+06	 3.12e+02	 -8.90	 4502	Yields
 6.00	 0.0001	   9	0.995	 1.33e-03	   9.6	 4.92e-04	 6.56e-01	 3.686515e-01	 2.91e+08	 1.00e+08	 1.11e+08	 1.89e+03	5.968	 3.50e+04	 1.59e+06	 3.24e+02	 -6.64	 4480	Yields
 6.00	 0.0001	  10	0.995	 1.36e-03	   8.9	 4.99e-04	 6.21e-01	 3.668932e-01	 2.97e+08	 1.02e+08	 1.11e+08	 1.94e+03	5.966	 3.76e+04	 2.16e+06	 3.39e+02	 -6.72	 4454	Yields
